tmc_code,measurement_tstamp,speed,historical_average_speed,historical_average_speed,reference_speed,travel_time_minutes,travel_time_minutes,confidence_score,confidence,data_quality,cvalue
101P53153,2024-10-13 00:05:00,31.00,34.00,34.00,33.00,0.04,0.04,94.00,0.94,94.00,
101P53153,2024-10-13 00:06:00,30.00,34.00,34.00,33.00,0.04,0.04,92.00,0.92,92.00,
101P53153,2024-10-13 00:07:00,31.00,34.00,34.00,33.00,0.04,0.04,91.00,0.91,91.00,
101P53153,2024-10-13 00:08:00,31.00,34.00,34.00,33.00,0.04,0.04,90.00,0.90,90.00,
101P53153,2024-10-13 00:09:00,30.00,34.00,34.00,33.00,0.04,0.04,89.00,0.89,89.00,
101P53153,2024-10-13 00:10:00,31.00,34.00,34.00,33.00,0.04,0.04,88.00,0.88,88.00,
101P53153,2024-10-13 00:11:00,31.00,34.00,34.00,33.00,0.04,0.04,83.00,0.83,83.00,
101P53153,2024-10-13 00:12:00,31.00,34.00,34.00,33.00,0.04,0.04,89.00,0.89,89.00,
101P53153,2024-10-13 00:13:00,30.00,34.00,34.00,33.00,0.04,0.04,92.00,0.92,92.00,
101P53153,2024-10-13 00:14:00,30.00,34.00,34.00,33.00,0.04,0.04,92.00,0.92,92.00,
101P53153,2024-10-13 00:15:00,30.00,34.00,34.00,33.00,0.04,0.04,91.00,0.91,91.00,
101P53153,2024-10-13 00:16:00,30.00,34.00,34.00,33.00,0.04,0.04,90.00,0.90,90.00,
101P53153,2024-10-13 00:17:00,30.00,34.00,34.00,33.00,0.04,0.04,87.00,0.87,87.00,
101P53153,2024-10-13 00:18:00,30.00,34.00,34.00,33.00,0.04,0.04,86.00,0.86,86.00,
101P53153,2024-10-13 00:19:00,30.00,34.00,34.00,33.00,0.04,0.04,85.00,0.85,85.00,
101P53153,2024-10-13 00:20:00,30.00,34.00,34.00,33.00,0.04,0.04,84.00,0.84,84.00,
101P53153,2024-10-13 00:21:00,30.00,34.00,34.00,33.00,0.04,0.04,84.00,0.84,84.00,
101P53153,2024-10-13 00:22:00,30.00,34.00,34.00,33.00,0.04,0.04,81.00,0.81,81.00,
101P53153,2024-10-13 00:23:00,30.00,34.00,34.00,33.00,0.04,0.04,80.00,0.80,80.00,
101P53153,2024-10-13 00:24:00,31.00,34.00,34.00,33.00,0.04,0.04,79.00,0.79,79.00,
101P53153,2024-10-13 00:25:00,31.00,34.00,34.00,33.00,0.04,0.04,78.00,0.78,78.00,
101P53153,2024-10-13 00:26:00,31.00,34.00,34.00,33.00,0.04,0.04,78.00,0.78,78.00,
101P53153,2024-10-13 00:27:00,31.00,34.00,34.00,33.00,0.04,0.04,76.00,0.76,76.00,
101P53153,2024-10-13 00:28:00,33.00,34.00,34.00,33.00,0.03,0.03,79.00,0.79,79.00,
101P53153,2024-10-13 00:29:00,43.00,34.00,34.00,33.00,0.03,0.03,85.00,0.85,85.00,
101P53153,2024-10-13 00:30:00,43.00,34.00,34.00,33.00,0.03,0.03,85.00,0.85,85.00,
101P53153,2024-10-13 00:31:00,38.00,34.00,34.00,33.00,0.03,0.03,91.00,0.91,91.00,
101P53153,2024-10-13 00:32:00,35.00,34.00,34.00,33.00,0.03,0.03,93.00,0.93,93.00,
101P53153,2024-10-13 00:33:00,35.00,34.00,34.00,33.00,0.03,0.03,92.00,0.92,92.00,
101P53153,2024-10-13 00:34:00,35.00,34.00,34.00,33.00,0.03,0.03,95.00,0.95,95.00,
101P53153,2024-10-13 00:35:00,35.00,34.00,34.00,33.00,0.03,0.03,95.00,0.95,95.00,
101P53153,2024-10-13 00:36:00,34.00,34.00,34.00,33.00,0.03,0.03,94.00,0.94,94.00,
101P53153,2024-10-13 00:37:00,35.00,34.00,34.00,33.00,0.03,0.03,93.00,0.93,93.00,
101P53153,2024-10-13 00:38:00,35.00,34.00,34.00,33.00,0.03,0.03,91.00,0.91,91.00,
101P53153,2024-10-13 00:39:00,34.00,34.00,34.00,33.00,0.03,0.03,90.00,0.90,90.00,
101P53153,2024-10-13 00:40:00,35.00,34.00,34.00,33.00,0.03,0.03,90.00,0.90,90.00,
101P53153,2024-10-13 00:41:00,35.00,34.00,34.00,33.00,0.03,0.03,88.00,0.88,88.00,
101P53153,2024-10-13 00:42:00,35.00,34.00,34.00,33.00,0.03,0.03,87.00,0.87,87.00,
101P53153,2024-10-13 00:43:00,35.00,34.00,34.00,33.00,0.03,0.03,86.00,0.86,86.00,
101P53153,2024-10-13 00:44:00,35.00,34.00,34.00,33.00,0.03,0.03,85.00,0.85,85.00,
101P53153,2024-10-13 00:45:00,35.00,34.00,34.00,33.00,0.03,0.03,85.00,0.85,85.00,
101P53153,2024-10-13 00:46:00,35.00,34.00,34.00,33.00,0.03,0.03,84.00,0.84,84.00,
101P53153,2024-10-13 00:47:00,35.00,34.00,34.00,33.00,0.03,0.03,83.00,0.83,83.00,
101P53153,2024-10-13 00:48:00,33.00,34.00,34.00,33.00,0.03,0.03,80.00,0.80,80.00,
101P53153,2024-10-13 00:49:00,34.00,34.00,34.00,33.00,0.03,0.03,79.00,0.79,79.00,
101P53153,2024-10-13 00:50:00,34.00,34.00,34.00,33.00,0.03,0.03,79.00,0.79,79.00,
101P53153,2024-10-13 00:51:00,33.00,34.00,34.00,33.00,0.03,0.03,75.00,0.75,75.00,
101P53153,2024-10-13 00:52:00,33.00,34.00,34.00,33.00,0.03,0.03,86.00,0.86,86.00,
101P53153,2024-10-13 00:53:00,32.00,34.00,34.00,33.00,0.04,0.04,89.00,0.89,89.00,
101P53153,2024-10-13 00:54:00,32.00,34.00,34.00,33.00,0.04,0.04,89.00,0.89,89.00,
101P53153,2024-10-13 00:55:00,32.00,34.00,34.00,33.00,0.04,0.04,89.00,0.89,89.00,
101P53153,2024-10-13 00:56:00,32.00,34.00,34.00,33.00,0.04,0.04,89.00,0.89,89.00,
101P53153,2024-10-13 00:57:00,33.00,34.00,34.00,33.00,0.03,0.03,84.00,0.84,84.00,
101P53153,2024-10-13 00:58:00,33.00,34.00,34.00,33.00,0.03,0.03,84.00,0.84,84.00,
101P53153,2024-10-13 00:59:00,33.00,34.00,34.00,33.00,0.03,0.03,84.00,0.84,84.00,
101P53153,2024-10-13 01:00:00,33.00,34.00,34.00,33.00,0.03,0.03,84.00,0.84,84.00,
101P53153,2024-10-13 01:01:00,33.00,34.00,34.00,33.00,0.03,0.03,84.00,0.84,84.00,
101P53153,2024-10-13 01:02:00,33.00,34.00,34.00,33.00,0.03,0.03,79.00,0.79,79.00,
101P53153,2024-10-13 01:03:00,33.00,34.00,34.00,33.00,0.03,0.03,79.00,0.79,79.00,
101P53153,2024-10-13 01:04:00,33.00,34.00,34.00,33.00,0.03,0.03,79.00,0.79,79.00,
101P53153,2024-10-13 01:05:00,33.00,34.00,34.00,33.00,0.03,0.03,79.00,0.79,79.00,
101P53153,2024-10-13 01:06:00,33.00,34.00,34.00,33.00,0.03,0.03,79.00,0.79,79.00,
101P53153,2024-10-13 01:07:00,33.00,34.00,34.00,33.00,0.03,0.03,76.00,0.76,76.00,
101P53153,2024-10-13 01:08:00,33.00,34.00,34.00,33.00,0.03,0.03,76.00,0.76,76.00,
101P53153,2024-10-13 01:09:00,33.00,34.00,34.00,33.00,0.03,0.03,76.00,0.76,76.00,
101P53153,2024-10-13 01:10:00,33.00,34.00,34.00,33.00,0.03,0.03,76.00,0.76,76.00,
101P53153,2024-10-13 01:11:00,33.00,34.00,34.00,33.00,0.03,0.03,75.00,0.75,75.00,
101P53153,2024-10-13 01:12:00,35.00,34.00,34.00,33.00,0.03,0.03,71.00,0.71,71.00,
101P53153,2024-10-13 01:13:00,35.00,34.00,34.00,33.00,0.03,0.03,71.00,0.71,71.00,
101P53153,2024-10-13 01:14:00,34.00,34.00,34.00,33.00,0.03,0.03,71.00,0.71,71.00,
101P53153,2024-10-13 01:15:00,34.00,34.00,34.00,33.00,0.03,0.03,71.00,0.71,71.00,
101P53153,2024-10-13 01:16:00,34.00,34.00,34.00,33.00,0.03,0.03,71.00,0.71,71.00,
101P53153,2024-10-13 01:17:00,33.00,34.00,34.00,33.00,0.03,0.03,73.00,0.73,73.00,
101P53153,2024-10-13 01:18:00,34.00,34.00,34.00,33.00,0.03,0.03,77.00,0.77,77.00,
101P53153,2024-10-13 01:19:00,33.00,34.00,34.00,33.00,0.03,0.03,78.00,0.78,78.00,
101P53153,2024-10-13 01:20:00,33.00,34.00,34.00,33.00,0.03,0.03,80.00,0.80,80.00,
101P53153,2024-10-13 01:21:00,32.00,34.00,34.00,33.00,0.04,0.04,83.00,0.83,83.00,
101P53153,2024-10-13 01:22:00,32.00,34.00,34.00,33.00,0.04,0.04,83.00,0.83,83.00,
101P53153,2024-10-13 01:23:00,32.00,34.00,34.00,33.00,0.04,0.04,81.00,0.81,81.00,
101P53153,2024-10-13 01:24:00,32.00,34.00,34.00,33.00,0.04,0.04,86.00,0.86,86.00,
101P53153,2024-10-13 01:25:00,32.00,34.00,34.00,33.00,0.04,0.04,88.00,0.88,88.00,
101P53153,2024-10-13 01:26:00,33.00,34.00,34.00,33.00,0.03,0.03,87.00,0.87,87.00,
101P53153,2024-10-13 01:27:00,32.00,34.00,34.00,33.00,0.04,0.04,86.00,0.86,86.00,
101P53153,2024-10-13 01:28:00,33.00,34.00,34.00,33.00,0.03,0.03,85.00,0.85,85.00,
101P53153,2024-10-13 01:29:00,33.00,34.00,34.00,33.00,0.03,0.03,83.00,0.83,83.00,
101P53153,2024-10-13 01:30:00,33.00,34.00,34.00,33.00,0.03,0.03,82.00,0.82,82.00,
101P53153,2024-10-13 01:31:00,33.00,34.00,34.00,33.00,0.03,0.03,82.00,0.82,82.00,
101P53153,2024-10-13 01:32:00,33.00,34.00,34.00,33.00,0.03,0.03,81.00,0.81,81.00,
101P53153,2024-10-13 01:33:00,33.00,34.00,34.00,33.00,0.03,0.03,81.00,0.81,81.00,
101P53153,2024-10-13 01:34:00,33.00,34.00,34.00,33.00,0.03,0.03,79.00,0.79,79.00,
101P53153,2024-10-13 01:35:00,33.00,34.00,34.00,33.00,0.03,0.03,78.00,0.78,78.00,
101P53153,2024-10-13 01:36:00,33.00,34.00,34.00,33.00,0.03,0.03,78.00,0.78,78.00,
101P53153,2024-10-13 01:37:00,33.00,34.00,34.00,33.00,0.03,0.03,77.00,0.77,77.00,
101P53153,2024-10-13 01:38:00,34.00,34.00,34.00,33.00,0.03,0.03,76.00,0.76,76.00,
101P53153,2024-10-13 01:39:00,34.00,34.00,34.00,33.00,0.03,0.03,75.00,0.75,75.00,
101P53153,2024-10-13 01:40:00,34.00,34.00,34.00,33.00,0.03,0.03,74.00,0.74,74.00,
101P53153,2024-10-13 01:41:00,35.00,34.00,34.00,33.00,0.03,0.03,73.00,0.73,73.00,
101P53153,2024-10-13 01:42:00,35.00,34.00,34.00,33.00,0.03,0.03,73.00,0.73,73.00,
101P53153,2024-10-13 01:43:00,35.00,34.00,34.00,33.00,0.03,0.03,73.00,0.73,73.00,
101P53153,2024-10-13 01:44:00,32.00,34.00,34.00,33.00,0.04,0.04,86.00,0.86,86.00,
101P53153,2024-10-13 01:45:00,31.00,34.00,34.00,33.00,0.04,0.04,86.00,0.86,86.00,
101P53153,2024-10-13 01:46:00,31.00,34.00,34.00,33.00,0.04,0.04,86.00,0.86,86.00,
101P53153,2024-10-13 01:47:00,32.00,34.00,34.00,33.00,0.04,0.04,86.00,0.86,86.00,
101P53153,2024-10-13 01:48:00,32.00,34.00,34.00,33.00,0.04,0.04,86.00,0.86,86.00,
101P53153,2024-10-13 01:49:00,32.00,34.00,34.00,33.00,0.04,0.04,81.00,0.81,81.00,
101P53153,2024-10-13 01:50:00,32.00,34.00,34.00,33.00,0.04,0.04,81.00,0.81,81.00,
101P53153,2024-10-13 01:51:00,32.00,34.00,34.00,33.00,0.04,0.04,81.00,0.81,81.00,
101P53153,2024-10-13 01:52:00,32.00,34.00,34.00,33.00,0.04,0.04,81.00,0.81,81.00,
101P53153,2024-10-13 01:53:00,32.00,34.00,34.00,33.00,0.04,0.04,82.00,0.82,82.00,
101P53153,2024-10-13 01:54:00,32.00,34.00,34.00,33.00,0.04,0.04,78.00,0.78,78.00,
101P53153,2024-10-13 01:55:00,32.00,34.00,34.00,33.00,0.04,0.04,78.00,0.78,78.00,
101P53153,2024-10-13 01:56:00,32.00,34.00,34.00,33.00,0.04,0.04,78.00,0.78,78.00,
101P53153,2024-10-13 01:57:00,32.00,34.00,34.00,33.00,0.04,0.04,77.00,0.77,77.00,
101P53153,2024-10-13 01:58:00,32.00,34.00,34.00,33.00,0.04,0.04,78.00,0.78,78.00,
101P53153,2024-10-13 01:59:00,32.00,34.00,34.00,33.00,0.04,0.04,75.00,0.75,75.00,
101P53153,2024-10-13 02:00:00,32.00,33.00,33.00,33.00,0.04,0.04,75.00,0.75,75.00,
101P53153,2024-10-13 02:01:00,32.00,33.00,33.00,33.00,0.04,0.04,75.00,0.75,75.00,
101P53153,2024-10-13 02:02:00,32.00,33.00,33.00,33.00,0.04,0.04,75.00,0.75,75.00,
101P53153,2024-10-13 02:03:00,33.00,33.00,33.00,33.00,0.03,0.03,73.00,0.73,73.00,
101P53153,2024-10-13 02:04:00,35.00,33.00,33.00,33.00,0.03,0.03,71.00,0.71,71.00,
101P53153,2024-10-13 02:05:00,35.00,33.00,33.00,33.00,0.03,0.03,71.00,0.71,71.00,
101P53153,2024-10-13 02:06:00,35.00,33.00,33.00,33.00,0.03,0.03,71.00,0.71,71.00,
101P53153,2024-10-13 02:07:00,35.00,33.00,33.00,33.00,0.03,0.03,71.00,0.71,71.00,
101+14352,2024-10-13 00:00:00,27.00,30.00,30.00,33.00,0.75,0.75,99.00,0.99,99.00,
101+14352,2024-10-13 00:01:00,32.00,30.00,30.00,33.00,0.63,0.63,99.00,0.99,99.00,
101+14352,2024-10-13 00:02:00,35.00,30.00,30.00,33.00,0.58,0.58,99.00,0.99,99.00,
101+14352,2024-10-13 00:03:00,38.00,30.00,30.00,33.00,0.53,0.53,99.00,0.99,99.00,
101+14352,2024-10-13 00:04:00,41.00,30.00,30.00,33.00,0.49,0.49,99.00,0.99,99.00,
101+14352,2024-10-13 00:05:00,37.00,30.00,30.00,33.00,0.55,0.55,99.00,0.99,99.00,
101+14352,2024-10-13 00:06:00,35.00,30.00,30.00,33.00,0.58,0.58,99.00,0.99,99.00,
101+14352,2024-10-13 00:07:00,36.00,30.00,30.00,33.00,0.56,0.56,99.00,0.99,99.00,
101+14352,2024-10-13 00:08:00,34.00,30.00,30.00,33.00,0.60,0.60,99.00,0.99,99.00,
101+14352,2024-10-13 00:09:00,34.00,30.00,30.00,33.00,0.60,0.60,99.00,0.99,99.00,
101+14352,2024-10-13 00:10:00,33.00,30.00,30.00,33.00,0.61,0.61,99.00,0.99,99.00,
101+14352,2024-10-13 00:11:00,31.00,30.00,30.00,33.00,0.65,0.65,99.00,0.99,99.00,
101+14352,2024-10-13 00:12:00,29.00,30.00,30.00,33.00,0.70,0.70,99.00,0.99,99.00,
101+14352,2024-10-13 00:13:00,32.00,30.00,30.00,33.00,0.63,0.63,99.00,0.99,99.00,
101+14352,2024-10-13 00:14:00,37.00,30.00,30.00,33.00,0.55,0.55,99.00,0.99,99.00,
101+14352,2024-10-13 00:15:00,27.00,30.00,30.00,33.00,0.75,0.75,99.00,0.99,99.00,
101+14352,2024-10-13 00:16:00,23.00,30.00,30.00,33.00,0.88,0.88,99.00,0.99,99.00,
101+14352,2024-10-13 00:17:00,24.00,30.00,30.00,33.00,0.84,0.84,99.00,0.99,99.00,
101+14352,2024-10-13 00:18:00,24.00,30.00,30.00,33.00,0.84,0.84,99.00,0.99,99.00,
101+14352,2024-10-13 00:19:00,23.00,30.00,30.00,33.00,0.88,0.88,99.00,0.99,99.00,
101+14352,2024-10-13 00:20:00,25.00,30.00,30.00,33.00,0.81,0.81,99.00,0.99,99.00,
101+14352,2024-10-13 00:21:00,25.00,30.00,30.00,33.00,0.81,0.81,99.00,0.99,99.00,
101+14352,2024-10-13 00:22:00,23.00,30.00,30.00,33.00,0.88,0.88,99.00,0.99,99.00,
101+14352,2024-10-13 00:23:00,23.00,30.00,30.00,33.00,0.88,0.88,99.00,0.99,99.00,
101+14352,2024-10-13 00:24:00,23.00,30.00,30.00,33.00,0.88,0.88,99.00,0.99,99.00,
101+14352,2024-10-13 00:25:00,20.00,30.00,30.00,33.00,1.01,1.01,99.00,0.99,99.00,
101+14352,2024-10-13 00:26:00,29.00,30.00,30.00,33.00,0.70,0.70,99.00,0.99,99.00,
101+14352,2024-10-13 00:27:00,28.00,30.00,30.00,33.00,0.72,0.72,99.00,0.99,99.00,
101+14352,2024-10-13 00:28:00,28.00,30.00,30.00,33.00,0.72,0.72,99.00,0.99,99.00,
101+14352,2024-10-13 00:29:00,29.00,30.00,30.00,33.00,0.70,0.70,99.00,0.99,99.00,
101+14352,2024-10-13 00:30:00,28.00,30.00,30.00,33.00,0.72,0.72,99.00,0.99,99.00,
101+14352,2024-10-13 00:31:00,31.00,30.00,30.00,33.00,0.65,0.65,99.00,0.99,99.00,
101+14352,2024-10-13 00:32:00,28.00,30.00,30.00,33.00,0.72,0.72,99.00,0.99,99.00,
101+14352,2024-10-13 00:33:00,28.00,30.00,30.00,33.00,0.72,0.72,99.00,0.99,99.00,
101+14352,2024-10-13 00:34:00,29.00,30.00,30.00,33.00,0.70,0.70,99.00,0.99,99.00,
101+14352,2024-10-13 00:35:00,28.00,30.00,30.00,33.00,0.72,0.72,99.00,0.99,99.00,
101+14352,2024-10-13 00:36:00,28.00,30.00,30.00,33.00,0.72,0.72,99.00,0.99,99.00,
101+14352,2024-10-13 00:37:00,32.00,30.00,30.00,33.00,0.63,0.63,98.00,0.98,98.00,
101+14352,2024-10-13 00:38:00,37.00,30.00,30.00,33.00,0.55,0.55,98.00,0.98,98.00,
101+14352,2024-10-13 00:39:00,34.00,30.00,30.00,33.00,0.60,0.60,99.00,0.99,99.00,
101+14352,2024-10-13 00:40:00,34.00,30.00,30.00,33.00,0.60,0.60,98.00,0.98,98.00,
101+14352,2024-10-13 00:41:00,37.00,30.00,30.00,33.00,0.55,0.55,99.00,0.99,99.00,
101+14352,2024-10-13 00:42:00,38.00,30.00,30.00,33.00,0.53,0.53,98.00,0.98,98.00,
101+14352,2024-10-13 00:43:00,38.00,30.00,30.00,33.00,0.53,0.53,97.00,0.97,97.00,
101+14352,2024-10-13 00:44:00,37.00,30.00,30.00,33.00,0.55,0.55,98.00,0.98,98.00,
101+14352,2024-10-13 00:45:00,38.00,30.00,30.00,33.00,0.53,0.53,97.00,0.97,97.00,
101+14352,2024-10-13 00:46:00,40.00,30.00,30.00,33.00,0.51,0.51,97.00,0.97,97.00,
101+14352,2024-10-13 00:47:00,35.00,30.00,30.00,33.00,0.58,0.58,97.00,0.97,97.00,
101+14352,2024-10-13 00:48:00,35.00,30.00,30.00,33.00,0.58,0.58,97.00,0.97,97.00,
101+14352,2024-10-13 00:49:00,36.00,30.00,30.00,33.00,0.56,0.56,97.00,0.97,97.00,
101+14352,2024-10-13 00:50:00,35.00,30.00,30.00,33.00,0.58,0.58,96.00,0.96,96.00,
101+14352,2024-10-13 00:51:00,35.00,30.00,30.00,33.00,0.58,0.58,96.00,0.96,96.00,
101+14352,2024-10-13 00:52:00,35.00,30.00,30.00,33.00,0.58,0.58,96.00,0.96,96.00,
101+14352,2024-10-13 00:53:00,34.00,30.00,30.00,33.00,0.60,0.60,95.00,0.95,95.00,
101+14352,2024-10-13 00:54:00,33.00,30.00,30.00,33.00,0.61,0.61,95.00,0.95,95.00,
101+14352,2024-10-13 00:55:00,26.00,30.00,30.00,33.00,0.78,0.78,95.00,0.95,95.00,
101+14352,2024-10-13 00:56:00,25.00,30.00,30.00,33.00,0.81,0.81,97.00,0.97,97.00,
101+14352,2024-10-13 00:57:00,34.00,30.00,30.00,33.00,0.60,0.60,98.00,0.98,98.00,
101+14352,2024-10-13 00:58:00,33.00,30.00,30.00,33.00,0.61,0.61,98.00,0.98,98.00,
101+14352,2024-10-13 00:59:00,34.00,30.00,30.00,33.00,0.60,0.60,97.00,0.97,97.00,
101+14352,2024-10-13 01:00:00,32.00,31.00,31.00,33.00,0.63,0.63,98.00,0.98,98.00,
101+14352,2024-10-13 01:01:00,28.00,31.00,31.00,33.00,0.72,0.72,98.00,0.98,98.00,
101+14352,2024-10-13 01:02:00,28.00,31.00,31.00,33.00,0.72,0.72,97.00,0.97,97.00,
101+14352,2024-10-13 01:03:00,29.00,31.00,31.00,33.00,0.70,0.70,97.00,0.97,97.00,
101+14352,2024-10-13 01:04:00,34.00,31.00,31.00,33.00,0.60,0.60,96.00,0.96,96.00,
101+14352,2024-10-13 01:05:00,37.00,31.00,31.00,33.00,0.55,0.55,96.00,0.96,96.00,
101+14352,2024-10-13 01:06:00,38.00,31.00,31.00,33.00,0.53,0.53,96.00,0.96,96.00,
101+14352,2024-10-13 01:07:00,37.00,31.00,31.00,33.00,0.55,0.55,95.00,0.95,95.00,
101+14352,2024-10-13 01:08:00,37.00,31.00,31.00,33.00,0.55,0.55,94.00,0.94,94.00,
101+14352,2024-10-13 01:09:00,40.00,31.00,31.00,33.00,0.51,0.51,94.00,0.94,94.00,
101+14352,2024-10-13 01:10:00,40.00,31.00,31.00,33.00,0.51,0.51,96.00,0.96,96.00,
101+14352,2024-10-13 01:11:00,34.00,31.00,31.00,33.00,0.60,0.60,98.00,0.98,98.00,
101+14352,2024-10-13 01:12:00,33.00,31.00,31.00,33.00,0.61,0.61,98.00,0.98,98.00,
101+14352,2024-10-13 01:13:00,27.00,31.00,31.00,33.00,0.75,0.75,98.00,0.98,98.00,
101+14352,2024-10-13 01:14:00,28.00,31.00,31.00,33.00,0.72,0.72,98.00,0.98,98.00,
101+14352,2024-10-13 01:15:00,27.00,31.00,31.00,33.00,0.75,0.75,98.00,0.98,98.00,
101+14352,2024-10-13 01:16:00,25.00,31.00,31.00,33.00,0.81,0.81,98.00,0.98,98.00,
101+14352,2024-10-13 01:17:00,24.00,31.00,31.00,33.00,0.84,0.84,97.00,0.97,97.00,
101+14352,2024-10-13 01:18:00,25.00,31.00,31.00,33.00,0.81,0.81,97.00,0.97,97.00,
101+14352,2024-10-13 01:19:00,24.00,31.00,31.00,33.00,0.84,0.84,96.00,0.96,96.00,
101+14352,2024-10-13 01:20:00,24.00,31.00,31.00,33.00,0.84,0.84,95.00,0.95,95.00,
101+14352,2024-10-13 01:21:00,33.00,31.00,31.00,33.00,0.61,0.61,95.00,0.95,95.00,
101+14352,2024-10-13 01:22:00,33.00,31.00,31.00,33.00,0.61,0.61,95.00,0.95,95.00,
101+14352,2024-10-13 01:23:00,34.00,31.00,31.00,33.00,0.60,0.60,95.00,0.95,95.00,
101+14352,2024-10-13 01:24:00,34.00,31.00,31.00,33.00,0.60,0.60,94.00,0.94,94.00,
101+14352,2024-10-13 01:25:00,33.00,31.00,31.00,33.00,0.61,0.61,93.00,0.93,93.00,
101+14352,2024-10-13 01:26:00,34.00,31.00,31.00,33.00,0.60,0.60,91.00,0.91,91.00,
101+14352,2024-10-13 01:27:00,34.00,31.00,31.00,33.00,0.60,0.60,90.00,0.90,90.00,
101+14352,2024-10-13 01:28:00,33.00,31.00,31.00,33.00,0.61,0.61,88.00,0.88,88.00,
101+14352,2024-10-13 01:29:00,34.00,31.00,31.00,33.00,0.60,0.60,87.00,0.87,87.00,
101+14352,2024-10-13 01:30:00,32.00,31.00,31.00,33.00,0.63,0.63,85.00,0.85,85.00,
101+14352,2024-10-13 01:31:00,35.00,31.00,31.00,33.00,0.58,0.58,89.00,0.89,89.00,
101+14352,2024-10-13 01:32:00,35.00,31.00,31.00,33.00,0.58,0.58,90.00,0.90,90.00,
101+14352,2024-10-13 01:33:00,35.00,31.00,31.00,33.00,0.58,0.58,95.00,0.95,95.00,
101+14352,2024-10-13 01:34:00,37.00,31.00,31.00,33.00,0.55,0.55,96.00,0.96,96.00,
101+14352,2024-10-13 01:35:00,37.00,31.00,31.00,33.00,0.55,0.55,94.00,0.94,94.00,
101+14352,2024-10-13 01:36:00,37.00,31.00,31.00,33.00,0.55,0.55,94.00,0.94,94.00,
101+14352,2024-10-13 01:37:00,32.00,31.00,31.00,33.00,0.63,0.63,97.00,0.97,97.00,
101+14352,2024-10-13 01:38:00,28.00,31.00,31.00,33.00,0.72,0.72,96.00,0.96,96.00,
101+14352,2024-10-13 01:39:00,27.00,31.00,31.00,33.00,0.75,0.75,96.00,0.96,96.00,
101+14352,2024-10-13 01:40:00,32.00,31.00,31.00,33.00,0.63,0.63,96.00,0.96,96.00,
101+14352,2024-10-13 01:41:00,29.00,31.00,31.00,33.00,0.70,0.70,97.00,0.97,97.00,
101+14352,2024-10-13 01:42:00,28.00,31.00,31.00,33.00,0.72,0.72,97.00,0.97,97.00,
101+14352,2024-10-13 01:43:00,28.00,31.00,31.00,33.00,0.72,0.72,98.00,0.98,98.00,
101+14352,2024-10-13 01:44:00,26.00,31.00,31.00,33.00,0.78,0.78,98.00,0.98,98.00,
101+14352,2024-10-13 01:45:00,28.00,31.00,31.00,33.00,0.72,0.72,98.00,0.98,98.00,
101+14352,2024-10-13 01:46:00,29.00,31.00,31.00,33.00,0.70,0.70,98.00,0.98,98.00,
101+14352,2024-10-13 01:47:00,27.00,31.00,31.00,33.00,0.75,0.75,97.00,0.97,97.00,
101+14352,2024-10-13 01:48:00,28.00,31.00,31.00,33.00,0.72,0.72,97.00,0.97,97.00,
101+14352,2024-10-13 01:49:00,29.00,31.00,31.00,33.00,0.70,0.70,96.00,0.96,96.00,
101+14352,2024-10-13 01:50:00,27.00,31.00,31.00,33.00,0.75,0.75,95.00,0.95,95.00,
101+14352,2024-10-13 01:51:00,26.00,31.00,31.00,33.00,0.78,0.78,94.00,0.94,94.00,
101+14352,2024-10-13 01:52:00,26.00,31.00,31.00,33.00,0.78,0.78,92.00,0.92,92.00,
101+14352,2024-10-13 01:53:00,25.00,31.00,31.00,33.00,0.81,0.81,92.00,0.92,92.00,
101+14352,2024-10-13 01:54:00,29.00,31.00,31.00,33.00,0.70,0.70,92.00,0.92,92.00,
101+14352,2024-10-13 01:55:00,27.00,31.00,31.00,33.00,0.75,0.75,92.00,0.92,92.00,
101+14352,2024-10-13 01:56:00,27.00,31.00,31.00,33.00,0.75,0.75,91.00,0.91,91.00,
101+14352,2024-10-13 01:57:00,26.00,31.00,31.00,33.00,0.78,0.78,90.00,0.90,90.00,
101+14352,2024-10-13 01:58:00,27.00,31.00,31.00,33.00,0.75,0.75,90.00,0.90,90.00,
101+14352,2024-10-13 01:59:00,27.00,31.00,31.00,33.00,0.75,0.75,87.00,0.87,87.00,
101+14352,2024-10-13 02:00:00,25.00,33.00,33.00,33.00,0.81,0.81,82.00,0.82,82.00,
101+14352,2024-10-13 02:01:00,27.00,33.00,33.00,33.00,0.75,0.75,81.00,0.81,81.00,
101+14352,2024-10-13 02:02:00,32.00,33.00,33.00,33.00,0.63,0.63,81.00,0.81,81.00,
101+14352,2024-10-13 02:03:00,29.00,33.00,33.00,33.00,0.70,0.70,81.00,0.81,81.00,
101+14352,2024-10-13 02:04:00,33.00,33.00,33.00,33.00,0.61,0.61,76.00,0.76,76.00,
101+14352,2024-10-13 02:05:00,34.00,33.00,33.00,33.00,0.60,0.60,75.00,0.75,75.00,
101+14352,2024-10-13 02:06:00,34.00,33.00,33.00,33.00,0.60,0.60,75.00,0.75,75.00,
101+14352,2024-10-13 02:07:00,38.00,33.00,33.00,33.00,0.53,0.53,84.00,0.84,84.00,
101+20107,2024-10-13 00:00:00,37.00,36.00,36.00,36.00,0.21,0.21,98.00,0.98,98.00,
101+20107,2024-10-13 00:01:00,37.00,36.00,36.00,36.00,0.21,0.21,97.00,0.97,97.00,
